"This data table captures monthly data on unemployment, CalFresh (federal) public assistance households, CalFresh non-assistance households, California Food Assistance Program public assistance households, California Food Assistance Program non-assistance households, the total number of all public assistance households, the total number of all non-public assistance households, CalFresh households, CalFresh persons, CalFresh public assistance persons, CalFresh non-assistance persons, the total number of CalFresh persons, California Food Assistance Program public assistance persons, California Food Assistance Program non-public assistance persons, the total number of California Food Assistance Program persons, CalFresh issuances, State issuances, total number of issuances, Medi-Cal enrollment, timeliness 30 day percentage, timeliness expedited percentage, negative error rate completed cases, negative error rate, active error rate, applications received, online applications received, child only household, child only persons data, and Supplemental Security Income data. Note, certain cells are blank to meet de-identification guidelines. The data table begins in cell A2. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,FIPS,County Center X,County Center Y,Consortium,Month,Date,Calendar Year,Federal Fiscal Year,State Fiscal Year,Unemployment Monthly,Federal Public Assistance Households,Federal Non-Assistance Households,CFAP Public Assistance Households,CFAP Non-Assistance Households,All Public Assistance Households,All Non-Assistance Households,CalFresh Households,CalFresh Persons,Federal Pubic Assistance Persons,Federal Non Assistance Persons,All Federal Persons,CFAP Public Assistance Persons,CFAP Non Assistance Persons,All CFAP Persons,All Public Assistance Persons,All Non-Assistance Persons,Federal Issuances,State Issuances,Total Issuances,Medi-Cal Enrollement ,Timeliness 30 day Percentage,Timeliness Expedited Services Percentage  Monthly,Procedural_Denials,Negative Error Rate on Completed Cases,Negative Error Rate,Active Error Rate,Applications Recevied,Online Applications Received,Child Only Households Monthly,Child Only Persons,EBT_FSP_dollars,EBT_SNB_dollars,EBT_TNB_dollars,All_GCF_apps_submit,SSA_GCF_apps_submit,CfA_GCF_apps_submit,CBO_GCF_apps_submit,Continuing CalFresh SSI Persons Unaided in the Household - No Reversal Determination Yet,Continuing CalFresh Cases with at Least One SSI Person Unaided in the Household - No Reversal Determination Yet,New Apps with at Least Some SSI - Approved,New Apps with at Least Some SSI - Denied,SSI Persons in New Apps Disposed,Average Age of SSI Persons Newly Applying,SNB Determination - Approved Cases,Active TNB Cases,SSI Disposed HH Language - English,SSI Disposed HH Language - Spanish,SSI Disposed HH Language - Armenian,SSI Disposed HH Language - Korean,SSI Disposed HH Language - Russian,SSI Disposed HH Language - Cantonese,SSI Disposed HH Language - Vietnamese,SSI Disposed HH Language - Farsi,SSI Disposed HH Language - Cambodian,SSI Disposed HH Language - Mandarin,SSI Disposed HH Language - Other, SSI Person Race/Ethnicity - American Indian or Alaska Native, SSI Person Race/Ethnicity - Black or African American, SSI Person Race/Ethnicity - Other, SSI Person Race/Ethnicity - Unknown, SSI Person Race/Ethnicity - White, SSI Person Race/Ethnicity - More Than One Race/Ethnicity, SSI Person Race/Ethnicity - Hispanic, SSI Person Race/Ethnicity - Asian, SSI Person Race/Ethnicity - Native Hawaiian or Other Pacific Islander
Tulare,US-06107,-119.0889841,36.266965,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.083,,,,,,,49213.0,112176.0,,,,,,,,,,,,253541.0,0.975812024879,0.908212560386,271.0,1.0,0.0,0.0302,2569.0,163.0,7028.0,16737.0,15043786.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.04,,,,,,,2730.0,4696.0,,,,,,,,,,,,13546.0,0.972972972973,0.989130434783,55.0,9.0,0.556,0.0,244.0,44.0,83.0,134.0,612150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,US-06111,-119.0838699,34.47326,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.037,,,,,,,33320.0,64104.0,,,,,,,,,,,,225341.0,0.995720399429,0.967312348668,551.0,1.0,1.0,0.0109,3045.0,801.0,5155.0,12299.0,8578788.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,US-06113,-121.9008022,38.619495,CalWIN,October,43374.0,2018.0,2019.0,2018/19,0.036,,,,,,,9757.0,17361.0,,,,,,,,,,,,57769.0,0.870072992701,0.918032786885,438.0,9.0,0.556,0.0,1508.0,683.0,685.0,1399.0,2406937.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,US-06115,-121.499162,39.278915,C-IV,October,43374.0,2018.0,2019.0,2018/19,0.056,,,,,,,6090.0,12814.0,,,,,,,,,,,,32042.0,0.993333333333,0.956140350877,80.0,9.0,0.556,0.0,440.0,83.0,406.0,846.0,1721698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,,,,,November,43405.0,2018.0,2019.0,2018/19,0.039,205952.0,1688963.0,1951.0,14375.0,207903.0,1703338.0,1911241.0,3834877.0,525711.0,3269978.0,3795689.0,6445.0,32743.0,39188.0,532156.0,3302721.0,513188029.25,4264475.51,517452504.76,12995647.0,0.979954655055,0.920507524343,36478.0,110.0,0.364,0.0592,142070.0,60273.0,232228.0,502770.0,517308159.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,US-06001,-121.7871814,37.680185,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.028,,,,,,,53759.0,98389.0,,,,,,,,,,,,424388.0,0.992318946598,0.991638795987,1425.0,4.0,0.5,0.0518,4744.0,1926.0,5202.0,10244.0,13852090.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,US-06003,-120.0354892,38.6301005,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.038,,,,,,,72.0,127.0,,,,,,,,,,,,311.0,1.0,1.0,0.0,16.0,0.313,0.0186,8.0,0.0,3.0,*,15542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,US-06005,-120.238969,38.46328,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.036,,,,,,,1463.0,2582.0,,,,,,,,,,,,8010.0,0.987951807229,0.894736842105,32.0,16.0,0.313,0.0186,116.0,23.0,30.0,47.0,341986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,US-06007,-121.5660076,39.723785,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.043,,,,,,,16661.0,29849.0,,,,,,,,,,,,81665.0,0.878581173261,0.962335216573,791.0,16.0,0.313,0.0186,1734.0,999.0,737.0,1267.0,4018342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.036,,,,,,,2631.0,4604.0,,,,,,,,,,,,11678.0,1.0,0.932432432432,41.0,16.0,0.313,0.0186,176.0,45.0,49.0,85.0,603203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,US-06011,-122.4386143,39.169245,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.121,,,,,,,629.0,1340.0,,,,,,,,,,,,9705.0,0.941176470588,0.896551724138,32.0,16.0,0.313,0.0186,76.0,29.0,86.0,198.0,161108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,US-06013,-121.717604,37.888418,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.029,,,,,,,29845.0,58539.0,,,,,,,,,,,,263303.0,0.949471210341,0.960352422907,848.0,2.0,0.5,0.0078,2163.0,1003.0,3601.0,7373.0,8114770.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,US-06015,-123.719458,41.6908155,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.055,,,,,,,2522.0,4900.0,,,,,,,,,,,,11683.0,0.957627118644,0.906666666667,45.0,16.0,0.313,0.0186,179.0,24.0,90.0,167.0,644780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,US-06017,-120.4259625,38.78496,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.034,,,,,,,6229.0,10577.0,,,,,,,,,,,,37176.0,0.993650793651,0.996197718631,188.0,16.0,0.313,0.0186,599.0,62.0,307.0,609.0,1415726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,US-06019,-120.862059,36.74633,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.069,,,,,,,89910.0,205465.0,,,,,,,,,,,,480589.0,0.943899448191,0.87745389649,875.0,5.0,0.6,0.0604,4869.0,1868.0,11100.0,25630.0,27223475.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,US-06021,-122.1147288,39.591764,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.055,,,,,,,1464.0,3185.0,,,,,,,,,,,,12342.0,0.98275862069,0.951219512195,37.0,16.0,0.313,0.0186,129.0,33.0,142.0,304.0,391078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,US-06023,-123.959972,40.73356,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.033,,,,,,,11980.0,19735.0,,,,,,,,,,,,55096.0,0.993174061433,0.984269662921,440.0,16.0,0.313,0.0186,1100.0,265.0,431.0,822.0,2735325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,US-06025,-115.058652,33.02615,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.181,,,,,,,16981.0,39823.0,,,,,,,,,,,,94347.0,0.984771573604,0.939698492462,166.0,16.0,0.313,0.0186,856.0,102.0,820.0,1653.0,5011384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,US-06027,-117.7797286,36.626,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.038,,,,,,,1005.0,1847.0,,,,,,,,,,,,5378.0,1.0,0.926829268293,11.0,16.0,0.313,0.0186,87.0,7.0,42.0,93.0,233095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,US-06029,-118.4426011,35.29441,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.066,,,,,,,65835.0,150017.0,,,,,,,,,,,,412018.0,0.986322660864,0.925011431184,1229.0,3.0,0.333,0.009,5240.0,1547.0,8823.0,20560.0,19691405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,US-06031,-119.6135104,36.138775,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.07,,,,,,,10332.0,22844.0,,,,,,,,,,,,58902.0,0.997971602434,0.956896551724,139.0,16.0,0.313,0.0186,803.0,114.0,1088.0,2642.0,2904670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,US-06033,-122.9624445,39.124455,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.048,,,,,,,6230.0,11239.0,,,,,,,,,,,,32635.0,0.971337579618,0.914027149321,74.0,16.0,0.313,0.0186,464.0,62.0,314.0,613.0,1477526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,US-06035,-120.2636913,40.446085,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.041,,,,,,,1477.0,2891.0,,,,,,,,,,,,7884.0,0.977528089888,0.914285714286,18.0,16.0,0.313,0.0186,116.0,17.0,87.0,175.0,393342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,US-06037,-117.9879672,34.26394,LRS,November,43405.0,2018.0,2019.0,2018/19,0.046,,,,,,,545804.0,1053148.0,,,,,,,,,,,,3874766.0,0.993706077689,0.908734756939,8184.0,29.0,0.31,0.0841,40141.0,24428.0,78692.0,164866.0,147063678.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,US-06039,-119.84174,37.27052,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.062,,,,,,,10717.0,25682.0,,,,,,,,,,,,71062.0,0.975555555556,0.967637540453,106.0,16.0,0.313,0.0186,710.0,83.0,2261.0,5657.0,3294194.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,US-06041,-122.870429,38.068145,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.022,,,,,,,5848.0,9458.0,,,,,,,,,,,,44708.0,0.960869565217,0.920245398773,107.0,16.0,0.313,0.0186,397.0,120.0,936.0,1732.0,1316751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,US-06043,-119.6495595,37.543615,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.049,,,,,,,1008.0,1835.0,,,,,,,,,,,,4839.0,1.0,0.965517241379,11.0,16.0,0.313,0.0186,63.0,19.0,17.0,*,235508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,US-06045,-123.5709822,39.380655,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.037,,,,,,,5988.0,11023.0,,,,,,,,,,,,42522.0,0.977777777778,0.939814814815,77.0,16.0,0.313,0.0186,424.0,47.0,402.0,914.0,1516903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,US-06047,-120.1246993,37.18687,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.067,,,,,,,22226.0,49973.0,,,,,,,,,,,,133092.0,0.994192799071,0.963549920761,372.0,0.0,0.0,0.0746,1542.0,333.0,2926.0,6881.0,6509744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,US-06049,-120.1993372,41.590546,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.063,,,,,,,605.0,1241.0,,,,,,,,,,,,3248.0,0.971428571429,0.909090909091,6.0,16.0,0.313,0.0186,52.0,14.0,34.0,55.0,163942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,US-06051,-118.7402371,38.0878955,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.04,,,,,,,407.0,690.0,,,,,,,,,,,,3554.0,0.977272727273,0.810810810811,16.0,16.0,0.313,0.0186,67.0,9.0,39.0,85.0,93088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,US-06053,-120.9044897,36.35433,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.049,,,,,,,16951.0,36374.0,,,,,,,,,,,,183038.0,0.997641509434,0.9568,460.0,2.0,0.5,0.0762,2763.0,494.0,4781.0,11379.0,4525095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,US-06055,-122.5128064,38.509635,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.027,,,,,,,2742.0,5355.0,,,,,,,,,,,,30908.0,0.957894736842,0.969696969697,87.0,16.0,0.313,0.0186,238.0,77.0,475.0,1015.0,656151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,US-06057,-120.3163119,39.266135,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.033,,,,,,,4293.0,7237.0,,,,,,,,,,,,25379.0,0.929245283019,0.776397515528,149.0,16.0,0.313,0.0186,365.0,106.0,107.0,182.0,978792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,US-06059,-117.8002615,33.66707,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.028,,,,,,,105325.0,208279.0,,,,,,,,,,,,866039.0,0.983494458854,0.993183009963,1929.0,6.0,0.333,0.0204,7392.0,3049.0,19226.0,43030.0,27477126.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,US-06061,-120.7858989,39.013999,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.03,,,,,,,8232.0,14369.0,,,,,,,,,,,,59932.0,0.986666666667,0.886138613861,235.0,16.0,0.313,0.0186,602.0,325.0,470.0,1004.0,1803887.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,US-06063,-121.1037321,40.0234855,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.064,,,,,,,1094.0,1907.0,,,,,,,,,,,,6251.0,0.983333333333,0.826086956522,31.0,16.0,0.313,0.0186,92.0,24.0,33.0,55.0,254072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,US-06065,-115.0250859,33.752845,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.041,,,,,,,113910.0,245931.0,,,,,,,,,,,,834344.0,0.977821265492,0.834207459207,3333.0,5.0,0.2,0.0049,9054.0,3017.0,11170.0,25938.0,32537031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,US-06067,-121.1505311,38.383079,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.035,,,,,,,93508.0,193713.0,,,,,,,,,,,,534909.0,0.997613997879,0.916713247624,1900.0,6.0,0.167,0.0992,7774.0,3189.0,6674.0,13472.0,26813239.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,US-06069,-121.2131455,36.5928495,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.044,,,,,,,2090.0,4386.0,,,,,,,,,,,,18244.0,0.990654205607,0.959459459459,39.0,16.0,0.313,0.0186,192.0,50.0,242.0,584.0,563045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,US-06071,-116.6760973,34.840011,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.037,,,,,,,152484.0,328235.0,,,,,,,,,,,,857810.0,0.99050769452,0.942514474773,2127.0,8.0,0.5,0.022,10268.0,3148.0,15167.0,33202.0,44240513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,US-06073,-116.693716,33.019645,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.032,,,,,,,132258.0,256856.0,,,,,,,,,,,,863973.0,0.983722101024,0.958775510204,4265.0,10.0,0.5,0.03,11279.0,5540.0,11350.0,23718.0,33429229.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,US-06075,-122.4847727,37.759845,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.022,,,,,,,32043.0,46971.0,,,,,,,,,,,,209263.0,0.980718667835,0.874326750449,695.0,2.0,0.5,0.089,2441.0,969.0,2827.0,4699.0,6681845.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,US-06077,-120.9449271,37.889845,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.055,,,,,,,44206.0,95905.0,,,,,,,,,,,,291775.0,0.986342042755,0.919589392643,628.0,2.0,0.0,0.0236,2834.0,981.0,5079.0,11054.0,12478324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,US-06079,-120.1080592,35.34633,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.027,,,,,,,8886.0,15174.0,,,,,,,,,,,,57686.0,0.977157360406,0.966346153846,210.0,16.0,0.313,0.0186,715.0,239.0,787.0,1736.0,2008291.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,US-06081,-122.2406398,37.407705,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.02,,,,,,,11726.0,21867.0,,,,,,,,,,,,140436.0,0.988764044944,0.877966101695,337.0,16.0,0.313,0.0186,915.0,332.0,2201.0,4521.0,2819034.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,US-06083,-120.0351675,34.743715,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.034,,,,,,,19742.0,36747.0,,,,,,,,,,,,146911.0,0.816067653277,0.745033112583,865.0,16.0,0.313,0.0186,2227.0,1026.0,3640.0,8517.0,4947782.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,US-06085,-121.6161794,37.18939,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.024,,,,,,,40366.0,75784.0,,,,,,,,,,,,398312.0,0.993263473054,0.958,653.0,3.0,0.333,0.1405,2595.0,922.0,6143.0,12816.0,9969051.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,US-06087,-122.0401593,37.06834,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.041,,,,,,,13687.0,23231.0,,,,,,,,,,,,74957.0,0.975609756098,0.956043956044,354.0,16.0,0.313,0.0186,1098.0,497.0,1822.0,3946.0,3136808.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,US-06089,-122.0883555,40.735175,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.044,,,,,,,11838.0,21780.0,,,,,,,,,,,,62777.0,0.972270363951,0.936363636364,375.0,16.0,0.313,0.0186,986.0,221.0,469.0,770.0,2841066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,US-06091,-120.0617973,39.58418,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.048,,,,,,,141.0,229.0,,,,,,,,,,,,805.0,1.0,0.875,0.0,16.0,0.313,0.0186,10.0,1.0,0.0,0.0,29329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,US-06093,-122.5559892,41.5008525,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.056,,,,,,,3139.0,6336.0,,,,,,,,,,,,18673.0,0.966666666667,0.896226415094,85.0,16.0,0.313,0.0186,263.0,106.0,149.0,261.0,826953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,US-06095,-121.6688337,38.2894915,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.036,,,,,,,19733.0,36439.0,,,,,,,,,,,,117230.0,0.95867768595,0.936708860759,364.0,1.0,0.0,0.0322,1358.0,538.0,1627.0,3320.0,5014677.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,US-06097,-122.7518161,38.481733,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.025,,,,,,,15571.0,26553.0,,,,,,,,,,,,119335.0,7,7,5.0,16.0,0.313,0.0186,0.0,0.0,2095.0,4403.0,3462166.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,US-06099,-120.8981857,37.606095,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.057,,,,,,,35461.0,73506.0,,,,,,,,,,,,239547.0,0.969221105528,0.92618629174,622.0,2.0,0.5,0.0446,2648.0,658.0,3375.0,7500.0,9745818.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,US-06101,-121.714735,39.02038,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.067,,,,,,,4980.0,11180.0,,,,,,,,,,,,40943.0,0.99,0.946666666667,96.0,16.0,0.313,0.0186,372.0,104.0,448.0,1006.0,1460768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,US-06103,-122.6595518,40.125305,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.048,,,,,,,4141.0,8685.0,,,,,,,,,,,,26339.0,0.958115183246,0.977099236641,130.0,16.0,0.313,0.0186,402.0,93.0,364.0,826.0,1094504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,US-06105,-123.5069171,40.672495,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.046,,,,,,,926.0,1612.0,,,,,,,,,,,,4697.0,1.0,0.90625,21.0,16.0,0.313,0.0186,78.0,24.0,33.0,44.0,232734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,US-06107,-119.0889841,36.266965,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.086,,,,,,,48683.0,110940.0,,,,,,,,,,,,252492.0,0.963483146067,0.916981132075,174.0,2.0,0.0,0.0581,2147.0,233.0,6934.0,16474.0,14747949.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,US-06109,-120.0954221,38.03354,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.041,,,,,,,2716.0,4662.0,,,,,,,,,,,,13520.0,0.96875,1.0,55.0,16.0,0.313,0.0186,221.0,46.0,86.0,137.0,599111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,US-06111,-119.0838699,34.47326,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.037,,,,,,,32860.0,63451.0,,,,,,,,,,,,224837.0,0.996418338109,0.9670781893,477.0,2.0,1.0,0.0201,2507.0,554.0,5124.0,12252.0,8393350.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,US-06113,-121.9008022,38.619495,CalWIN,November,43405.0,2018.0,2019.0,2018/19,0.039,,,,,,,9798.0,17359.0,,,,,,,,,,,,57443.0,0.735015772871,0.95652173913,453.0,16.0,0.313,0.0186,986.0,443.0,667.0,1358.0,2403902.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,US-06115,-121.499162,39.278915,C-IV,November,43405.0,2018.0,2019.0,2018/19,0.059,,,,,,,6083.0,12821.0,,,,,,,,,,,,31941.0,0.981203007519,0.906862745098,54.0,16.0,0.313,0.0186,393.0,88.0,404.0,844.0,1713852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statewide,,,,,December,43435.0,2018.0,2019.0,2018/19,0.041,203978.0,1681768.0,1955.0,14115.0,205933.0,1695883.0,1901816.0,3810381.0,520609.0,3251101.0,3771710.0,6448.0,32223.0,38671.0,527057.0,3283324.0,511429148.96,4239307.97,515668456.93,,0.979872397665,0.91771019678,34649.0,164.0,0.335,0.0682,128908.0,51663.0,228264.0,495696.0,515135090.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,US-06001,-121.7871814,37.680185,CalWIN,December,43435.0,2018.0,2019.0,2018/19,0.028,,,,,,,53319.0,97312.0,,,,,,,,,,,,,0.994511956096,0.987167736022,1257.0,6.0,0.333,0.0293,4152.0,1579.0,5022.0,9900.0,13705495.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,US-06003,-120.0354892,38.6301005,C-IV,December,43435.0,2018.0,2019.0,2018/19,0.033,,,,,,,70.0,113.0,,,,,,,,,,,,,1.0,1.0,1.0,21.0,0.333,0.0222,4.0,2.0,2.0,*,15349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,US-06005,-120.238969,38.46328,C-IV,December,43435.0,2018.0,2019.0,2018/19,0.038,,,,,,,1441.0,2530.0,,,,,,,,,,,,,1.0,1.0,26.0,21.0,0.333,0.0222,110.0,20.0,29.0,47.0,333382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,US-06007,-121.5660076,39.723785,C-IV,December,43435.0,2018.0,2019.0,2018/19,0.053,,,,,,,16688.0,29896.0,,,,,,,,,,,,,0.935616438356,0.681885125184,737.0,21.0,0.333,0.0222,2241.0,709.0,725.0,1260.0,4022123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,US-06009,-120.6039732,38.1711345,C-IV,December,43435.0,2018.0,2019.0,2018/19,0.038,,,,,,,2595.0,4539.0,,,,,,,,,,,,,0.984496124031,0.975903614458,23.0,21.0,0.333,0.0222,170.0,31.0,48.0,87.0,596455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,US-06011,-122.4386143,39.169245,C-IV,December,43435.0,2018.0,2019.0,2018/19,0.157,,,,,,,627.0,1336.0,,,,,,,,,,,,,1.0,0.958333333333,26.0,21.0,0.333,0.0222,56.0,15.0,90.0,204.0,165575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
