county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,total_households,quarter,fulldate,issuances_mail,issuances_ebt,issuances_ebt_conv_coupon
Fresno,16023,180,2,80752,622,164,96775,802,166,43388,184888,228276,459,199,1714,712,2173,911,2,192,194,,0,0,102923,32368496,,,136631,,,32505127,2014,MAY,97743,2,5/1/14,0,102923,0
Glenn,247,2,0,1252,10,1,1499,12,1,654,2984,3638,13,2,37,10,50,12,0,1,1,,0,0,1610,470902,,,803,,,471705,2014,MAY,1512,2,5/1/14,0,1610,0
Humboldt,1068,2,0,8993,16,12,10061,18,12,2609,15746,18355,3,3,36,20,39,23,0,15,15,,0,0,10815,2611450,,,4282,,,2615732,2014,MAY,10091,2,5/1/14,0,10815,0
Imperial,2173,16,1,12827,342,41,15000,358,42,5991,31364,37355,31,17,961,364,992,381,2,46,48,,0,0,16335,5018267,,,46669,,,5064936,2014,MAY,15400,2,5/1/14,0,16335,0
Inyo,112,0,0,967,5,1,1079,5,1,338,1828,2166,0,0,12,6,12,6,0,1,1,,0,0,1137,281619,,,472,,,282091,2014,MAY,1085,2,5/1/14,0,1137,0
Kern,11420,60,6,49401,432,208,60821,492,214,31197,114755,145952,150,72,1230,476,1380,548,6,295,301,,0,0,65022,20380709,,,114169,,,20494878,2014,MAY,61527,2,5/1/14,0,65022,0
Kings,1656,13,1,8463,106,27,10119,119,28,4504,19240,23744,29,13,335,122,364,135,1,39,40,,0,0,10874,3181884,,,19837,,,3201721,2014,MAY,10266,2,5/1/14,0,10874,0
Lake,698,1,0,4685,17,10,5383,18,10,1810,8923,10733,5,1,39,19,44,20,0,11,11,,0,0,5754,1546646,,,3779,,,1550425,2014,MAY,5411,2,5/1/14,0,5754,0
Lassen,301,1,0,1271,0,0,1572,1,0,778,2459,3237,4,1,0,0,4,1,0,0,0,,0,0,1663,463146,,,53,,,463199,2014,MAY,1573,2,5/1/14,0,1663,0
Los Angeles,85089,2034,79,478704,5866,3504,563793,7900,3583,193775,951197,1144972,3894,2803,13906,7365,17800,10168,172,4496,4668,,0,0,614560,173813730,,,1905978,,,175719708,2014,MAY,575276,2,5/1/14,0,614560,0
Madera,2093,4,1,9513,55,6,11606,59,7,5638,23388,29026,9,4,178,66,187,70,1,7,8,,0,0,8633,3972705,,,8483,,,3981188,2014,MAY,11672,2,5/1/14,0,8633,0
Marin,727,48,0,5202,174,49,5929,222,49,1556,7999,9555,98,52,370,216,468,268,0,66,66,,0,0,6477,1487370,,,33231,,,1520601,2014,MAY,6200,2,5/1/14,0,6477,0
Mariposa,143,0,0,868,1,0,1011,1,0,387,1619,2006,0,0,2,1,2,1,0,0,0,,0,0,1072,281883,,,150,,,282033,2014,MAY,1012,2,5/1/14,0,1072,0
Mendocino,874,3,0,6768,27,10,7642,30,10,2180,11898,14078,8,3,82,31,90,34,0,11,11,,0,0,8069,2038129,,,5277,,,2043406,2014,MAY,7682,2,5/1/14,0,8069,0
Merced,4906,21,0,19220,68,7,24126,89,7,13436,43806,57242,55,21,188,75,243,96,0,8,8,,0,0,25316,7898503,,,10708,,,7909211,2014,MAY,24222,2,5/1/14,0,25316,0
Modoc,75,0,0,386,0,0,461,0,0,191,806,997,0,0,0,0,0,0,0,0,0,,0,0,498,131662,,,0,,,131662,2014,MAY,461,2,5/1/14,0,498,0
Mono,17,0,0,586,1,0,603,1,0,40,909,949,0,0,4,1,4,1,0,0,0,,0,0,679,140751,,,118,,,140869,2014,MAY,604,2,5/1/14,0,679,0
Monterey,4089,26,1,18958,194,24,23047,220,25,10043,42076,52119,63,30,561,236,624,266,1,34,35,,0,0,24427,7313007,,,23177,,,7336184,2014,MAY,23292,2,5/1/14,0,24427,0
Napa,378,5,1,3113,59,10,3491,64,11,930,6284,7214,12,7,153,63,165,70,1,11,12,,0,0,3750,998193,,,8198,,,1006391,2014,MAY,3566,2,5/1/14,0,3750,0
Nevada,444,1,1,3809,5,2,4253,6,3,1128,6772,7900,1,1,8,5,9,6,1,3,4,,0,0,4572,1155559,,,1134,,,1156693,2014,MAY,4262,2,5/1/14,0,4572,0
Orange,13056,189,5,99795,2078,1092,112851,2267,1097,33321,207109,240430,395,245,4615,2744,5010,2989,7,1502,1509,,0,0,122194,34068645,,,518812,,,34587457,2014,MAY,116215,2,5/1/14,0,122194,0
Placer,982,17,0,8176,29,18,9158,46,18,2429,15879,18308,31,26,69,36,100,62,0,18,18,,0,0,9691,2483072,,,9249,,,2492321,2014,MAY,9222,2,5/1/14,0,9691,0
Plumas,128,0,0,858,0,0,986,0,0,352,1588,1940,0,0,0,0,0,0,0,0,0,,0,0,1055,227382,,,0,,,227382,2014,MAY,986,2,5/1/14,0,1055,0
Riverside,19474,153,6,101669,983,236,121143,1136,242,52824,229181,282005,396,174,2811,1099,3207,1273,9,291,300,,0,0,127964,38951938,,,166815,,,39118753,2014,MAY,122521,2,5/1/14,0,127964,0
Sacramento,17958,398,6,80353,943,547,98311,1341,553,45557,165932,211489,863,581,2271,1236,3134,1817,8,722,730,,0,0,105533,31094322,,,342043,,,31436365,2014,MAY,100205,2,5/1/14,0,105533,0
San Benito,383,4,1,2328,21,2,2711,25,3,1025,5230,6255,9,4,46,28,55,32,2,2,4,,0,0,2878,874445,,,3426,,,877871,2014,MAY,2739,2,5/1/14,0,2878,0
San Bernardino,28724,187,9,140060,1017,334,168784,1204,343,77216,306107,383323,467,219,2717,1182,3184,1401,13,441,454,,0,0,177835,54099278,,,205436,,,54304714,2014,MAY,170331,2,5/1/14,0,177835,0
San Diego,17749,317,2,112520,1706,623,130269,2023,625,47900,223035,270935,688,412,4309,2026,4997,2438,2,804,806,,0,0,141186,38653796,,,370113,,,39023909,2014,MAY,132917,2,5/1/14,0,141186,0
San Francisco,2682,182,2,28777,664,628,31459,846,630,5952,41820,47772,324,205,1285,889,1609,1094,2,842,844,,0,0,34484,7478083,,,234895,,,7712978,2014,MAY,32935,2,5/1/14,0,34484,0
San Joaquin,9382,71,3,39783,481,150,49165,552,153,24093,91160,115253,179,78,1330,572,1509,650,3,221,224,,0,0,52687,16303128,,,103090,,,16406218,2014,MAY,49870,2,5/1/14,0,52687,0
San Luis Obispo,1157,4,0,8541,48,10,9698,52,10,2833,15537,18370,9,5,118,53,127,58,0,11,11,,0,0,10250,2542611,,,7775,,,2550386,2014,MAY,9760,2,5/1/14,0,10250,0
San Mateo,1364,57,1,14022,458,179,15386,515,180,3365,27013,30378,123,71,1116,565,1239,636,1,231,232,,0,0,16956,4328566.46,,,91770.54,,,4420337,2014,MAY,16081,2,5/1/14,0,16956,0
Santa Barbara,2780,16,0,13318,97,29,16098,113,29,7056,28438,35494,34,18,270,110,304,128,0,37,37,,0,0,17688,4905539,,,16539,,,4922078,2014,MAY,16240,2,5/1/14,0,17688,0
Santa Clara,6818,122,6,46379,849,821,53197,971,827,16451,93010,109461,231,154,1763,1159,1994,1313,8,1213,1221,,0,0,58087,15691074,,,320057,,,16011131,2014,MAY,54995,2,5/1/14,0,58087,0
Santa Cruz,1404,2,0,11344,55,7,12748,57,7,3399,21188,24587,4,2,142,60,146,62,0,7,7,,0,0,13950,3456560,,,7382,,,3463942,2014,MAY,12812,2,5/1/14,0,13950,0
Shasta,1629,2,0,10913,25,12,12542,27,12,4025,20487,24512,2,2,62,28,64,30,0,19,19,,0,0,13369,3397828,,,5786,,,3403614,2014,MAY,12581,2,5/1/14,0,13369,0
Sierra,10,0,0,164,1,0,174,1,0,23,285,308,0,0,2,2,2,2,0,0,0,,0,0,181,41938,,,327,,,42265,2014,MAY,175,2,5/1/14,0,181,0
Siskiyou,471,0,0,2731,7,1,3202,7,1,1276,5725,7001,0,0,21,7,21,7,0,1,1,,0,0,3446,961901,,,546,,,962447,2014,MAY,3210,2,5/1/14,0,3446,0
Solano,3466,24,0,18524,146,40,21990,170,40,8387,34660,43047,62,28,370,170,432,198,0,46,46,,0,0,23508,6269922,,,31474,,,6301396,2014,MAY,22200,2,5/1/14,0,23508,0
Sonoma,2027,38,1,17052,189,55,19079,227,56,4882,29686,34568,89,39,462,224,551,263,1,74,75,,0,0,20757,5016823,,,37006,,,5053829,2014,MAY,19362,2,5/1/14,0,20757,0
Stanislaus,6760,26,1,35597,130,23,42357,156,24,17769,74058,91827,72,30,355,147,427,177,1,34,35,,0,0,44507,12926833,,,23111,,,12949944,2014,MAY,42537,2,5/1/14,0,44507,0
Sutter,821,14,0,4770,47,13,5591,61,13,2147,10797,12944,40,18,124,58,164,76,0,17,17,,0,0,5881,1801738,,,11106,,,1812844,2014,MAY,5665,2,5/1/14,0,5881,0
Tehama,746,3,0,4201,17,4,4947,20,4,2007,8941,10948,6,3,64,19,70,22,0,5,5,,0,0,5288,1501283,,,3368,,,1504651,2014,MAY,4971,2,5/1/14,0,5288,0
Trinity,84,0,0,873,1,1,957,1,1,201,1585,1786,0,0,2,1,2,1,0,1,1,,0,0,1016,257468,,,408,,,257876,2014,MAY,959,2,5/1/14,0,1016,0
Tulare,9450,72,2,40714,645,209,50164,717,211,25870,95042,120912,172,76,1811,715,1983,791,2,290,292,,0,0,53390,16771094,,,121847,,,16892941,2014,MAY,51092,2,5/1/14,0,53390,0
Tuolumne,401,2,0,2639,6,1,3040,8,1,1016,4553,5569,6,2,15,6,21,8,0,2,2,,0,0,3200,775630,,,921,,,776551,2014,MAY,3049,2,5/1/14,0,3200,0
Ventura,3658,18,0,30892,321,127,34550,339,127,9074,61341,70415,39,25,840,372,879,397,0,155,155,,0,0,36826,9963518,,,67569,,,10031087,2014,MAY,35016,2,5/1/14,0,36826,0
Yolo,1024,41,2,7528,137,84,8552,178,86,2651,15190,17841,82,69,329,186,411,255,2,115,117,,0,0,9464,2522779,,,47169,,,2569948,2014,MAY,8816,2,5/1/14,0,9464,0
Yuba,1005,5,1,4940,36,5,5945,41,6,2732,10470,13202,10,5,97,42,107,47,1,6,7,,0,0,6392,1878588,,,4933,,,1883521,2014,MAY,5992,2,5/1/14,0,6392,0
California,303128,4296,137,1647529,19442,8497,1950657,23738,8634,759478,3448096,4207574,8981,5570,48261,23720,57242,29290,242,11208,11450,,0,0,2099933,610820985.8,,,4998346.31,,,615819332.1,2013,NOV,1983029,4,11/1/13,0,2099933,0
Alameda,9856,249,8,52954,1080,442,62810,1329,450,22777,101339,124116,540,291,2537,1351,3077,1642,8,579,587,,0,0,64589,18638231,,,267070,,,18905301,2013,NOV,64589,4,11/1/13,0,64589,0
Alpine,3,0,0,92,0,0,95,0,0,7,153,160,0,0,0,0,0,0,0,0,0,,0,0,102,21139,,,0,,,21139,2013,NOV,95,4,11/1/13,0,102,0
Amador,182,1,0,1484,2,1,1666,3,1,460,2773,3233,1,2,3,3,4,5,0,1,1,,0,0,1761,459382,,,533,,,459915,2013,NOV,1670,4,11/1/13,0,1761,0
Butte,1976,6,0,12697,37,23,14673,43,23,4891,24942,29833,11,9,94,41,105,50,0,28,28,,0,0,15554,4225939,,,8674,,,4234613,2013,NOV,14739,4,11/1/13,0,15554,0
Calaveras,272,0,0,2314,7,1,2586,7,1,689,4223,4912,0,0,16,8,16,8,0,1,1,,0,0,2694,690553,,,672,,,691225,2013,NOV,2594,4,11/1/13,0,2694,0
Colusa,97,0,0,602,3,1,699,3,1,254,1402,1656,0,0,11,4,11,4,0,2,2,,0,0,758,223522,,,867,,,224389,2013,NOV,703,4,11/1/13,0,758,0
Contra Costa,5515,69,0,27956,258,101,33471,327,101,13137,56097,69234,156,78,642,310,798,388,0,143,143,,0,0,36332,10337880,,,66636,,,10404516,2013,NOV,33899,4,11/1/13,0,36332,0
Del Norte,424,1,0,2059,6,3,2483,7,3,1116,3933,5049,2,1,21,7,23,8,0,3,3,,0,0,2594,706970.9,,,952,,,707922.9,2013,NOV,2493,4,11/1/13,0,2594,0
El Dorado,563,0,0,5703,24,10,6266,24,10,1395,10064,11459,0,0,66,27,66,27,0,13,13,,0,0,6689,1664246,,,4599,,,1668845,2013,NOV,6300,4,11/1/13,0,6689,0
Fresno,15154,157,5,77292,511,125,92446,668,130,40837,180136,220973,405,171,1447,577,1852,748,7,151,158,,0,0,98259,31401932,,,118674,,,31520606,2013,NOV,93244,4,11/1/13,0,98259,0
Glenn,219,2,0,1182,6,0,1401,8,0,585,2830,3415,14,2,20,8,34,10,0,0,0,,0,0,1510,444878,,,563,,,445441,2013,NOV,1409,4,11/1/13,0,1510,0
Humboldt,1002,2,1,7931,10,4,8933,12,5,2429,14186,16615,3,3,29,11,32,14,1,5,6,,0,0,9804,2422958,,,1973,,,2424931,2013,NOV,8950,4,11/1/13,0,9804,0
Imperial,2175,21,0,12540,319,35,14715,340,35,6007,31177,37184,44,22,902,338,946,360,0,40,40,,0,0,15906,5109351,,,48122,,,5157473,2013,NOV,15090,4,11/1/13,0,15906,0
Inyo,108,0,0,896,5,1,1004,5,1,306,1716,2022,0,0,14,8,14,8,0,1,1,,0,0,1048,264490,,,823,,,265313,2013,NOV,1010,4,11/1/13,0,1048,0
Kern,11140,42,2,47756,359,144,58896,401,146,30402,112015,142417,98,47,1054,401,1152,448,2,181,183,,0,0,62682,19959915,,,91836,,,20051751,2013,NOV,59443,4,11/1/13,0,62682,0
Kings,1539,11,0,8150,77,19,9689,88,19,4129,18646,22775,24,11,242,83,266,94,0,25,25,,0,0,10345,3094888,,,15015,,,3109903,2013,NOV,9796,4,11/1/13,0,10345,0
Lake,627,4,0,4511,11,11,5138,15,11,1588,8736,10324,13,4,24,12,37,16,0,12,12,,0,0,5561,1505525,,,3576,,,1509101,2013,NOV,5164,4,11/1/13,0,5561,0
Lassen,273,1,0,1180,0,0,1453,1,0,707,2343,3050,4,1,0,0,4,1,0,0,0,,0,0,1550,445941,,,106,,,446047,2013,NOV,1454,4,11/1/13,0,1550,0
Los Angeles,87647,1940,80,466748,5751,3172,554395,7691,3252,199320,937644,1136964,3711,2684,13786,7120,17497,9804,173,4064,4237,,0,0,613584,172671079,,,1811492,,,174482571,2013,NOV,565338,4,11/1/13,0,613584,0
Madera,1910,7,1,8716,51,3,10626,58,4,5107,21670,26777,16,7,159,60,175,67,1,3,4,,0,0,7973,3687856,,,6426,,,3694282,2013,NOV,10688,4,11/1/13,0,7973,0
Marin,715,45,2,4908,136,24,5623,181,26,1536,7676,9212,98,48,297,163,395,211,2,33,35,,0,0,6078,1446993,,,24365,,,1471358,2013,NOV,5830,4,11/1/13,0,6078,0
Mariposa,132,0,0,851,3,0,983,3,0,375,1605,1980,0,0,6,3,6,3,0,0,0,,0,0,1056,275597,,,225,,,275822,2013,NOV,986,4,11/1/13,0,1056,0
Mendocino,859,4,0,6217,23,11,7076,27,11,2135,10910,13045,10,4,68,27,78,31,0,13,13,,0,0,7397,1919761,,,5970,,,1925731,2013,NOV,7114,4,11/1/13,0,7397,0
Merced,4636,18,1,18051,75,8,22687,93,9,12663,41583,54246,47,18,230,84,277,102,1,9,10,,0,0,23860,7597954,,,10473,,,7608427,2013,NOV,22789,4,11/1/13,0,23860,0
Modoc,60,0,0,357,1,0,417,1,0,160,781,941,0,0,5,1,5,1,0,0,0,,0,0,449,122439,,,158,,,122597,2013,NOV,418,4,11/1/13,0,449,0
Mono,20,0,0,388,0,0,408,0,0,46,621,667,0,0,0,0,0,0,0,0,0,,0,0,464,96135,,,0,,,96135,2013,NOV,408,4,11/1/13,0,464,0
Monterey,3039,16,1,16319,115,14,19358,131,15,7569,36064,43633,46,20,329,139,375,159,2,21,23,,0,0,20688,6011147,,,18251,,,6029398,2013,NOV,19504,4,11/1/13,0,20688,0
Napa,375,7,1,2777,48,2,3152,55,3,913,5576,6489,21,8,126,54,147,62,1,3,4,,0,0,3608,932454,,,7343,,,939797,2013,NOV,3210,4,11/1/13,0,3608,0
Nevada,416,0,0,3477,8,3,3893,8,3,1053,6348,7401,0,0,15,8,15,8,0,4,4,,0,0,4151,1078093,,,1666,,,1079759,2013,NOV,3904,4,11/1/13,0,4151,0
Orange,13083,149,3,95015,1928,843,108098,2077,846,33352,201838,235190,316,190,4424,2507,4740,2697,6,1165,1171,,0,0,115689,33226256,,,441042,,,33667298,2013,NOV,111021,4,11/1/13,0,115689,0
Placer,943,12,0,7917,38,18,8860,50,18,2437,15666,18103,25,17,104,48,129,65,0,20,20,,0,0,9329,2495489,,,10213,,,2505702,2013,NOV,8928,4,11/1/13,0,9329,0
Plumas,98,0,0,718,0,1,816,0,1,271,1390,1661,0,0,0,0,0,0,0,1,1,,0,0,860,228452,,,189,,,228641,2013,NOV,817,4,11/1/13,0,860,0
Riverside,19270,116,10,99070,1055,242,118340,1171,252,52477,228630,281107,291,135,3021,1177,3312,1312,11,293,304,,0,0,125508,39420328,,,181326,,,39601654,2013,NOV,119763,4,11/1/13,0,125508,0
Sacramento,17637,352,2,77722,895,432,95359,1247,434,44714,164527,209241,724,513,2151,1173,2875,1686,2,568,570,,0,0,101311,30670566,,,298270,,,30968836,2013,NOV,97040,4,11/1/13,0,101311,0
San Benito,340,2,0,2219,20,2,2559,22,2,897,5021,5918,4,2,53,22,57,24,0,2,2,,0,0,2731,840860,,,2369,,,843229,2013,NOV,2583,4,11/1/13,0,2731,0
San Bernardino,28120,160,8,133439,1016,283,161559,1176,291,75560,298189,373749,403,184,2792,1166,3195,1350,11,363,374,,0,0,170286,53019923,,,185428,,,53205351,2013,NOV,163026,4,11/1/13,0,170286,0
San Diego,17322,291,6,107640,1653,495,124962,1944,501,46823,217914,264737,680,380,4187,1998,4867,2378,6,643,649,,0,0,134757,37823735,,,349904,,,38173639,2013,NOV,127407,4,11/1/13,0,134757,0
San Francisco,2631,171,0,28515,594,520,31146,765,520,5805,42072,47877,298,188,1154,785,1452,973,0,703,703,,0,0,33957,7520782,,,204991,,,7725773,2013,NOV,32431,4,11/1/13,0,33957,0
San Joaquin,9290,64,3,37448,428,135,46738,492,138,23820,87427,111247,161,71,1180,517,1341,588,3,199,202,,0,0,49642,15862054,,,91341,,,15953395,2013,NOV,47368,4,11/1/13,0,49642,0
San Luis Obispo,1120,6,0,7988,40,10,9108,46,10,2709,14879,17588,10,7,97,43,107,50,0,12,12,,0,0,10178,2443734,,,6085,,,2449819,2013,NOV,9164,4,11/1/13,0,10178,0
San Mateo,1474,46,0,13577,454,163,15051,500,163,3593,26295,29888,86,54,1052,537,1138,591,0,221,221,,0,0,16760,4381636,,,90472,,,4472108,2013,NOV,15714,4,11/1/13,0,16760,0
Santa Barbara,2376,8,0,12005,86,22,14381,94,22,5926,26342,32268,17,10,241,97,258,107,0,31,31,,0,0,15984,4435921,,,16323,,,4452244,2013,NOV,14497,4,11/1/13,0,15984,0
Santa Clara,6723,105,1,45291,802,687,52014,907,688,16025,92708,108733,196,138,1695,1076,1891,1214,2,1035,1037,,0,0,56535,15716690,,,296814,,,16013504,2013,NOV,53609,4,11/1/13,0,56535,0
Santa Cruz,1298,3,0,10353,46,8,11651,49,8,3171,19275,22446,3,5,120,52,123,57,0,8,8,,0,0,12938,3146422,,,7023,,,3153445,2013,NOV,11708,4,11/1/13,0,12938,0
Shasta,1593,2,0,9928,17,12,11521,19,12,4032,19005,23037,2,2,40,21,42,23,0,19,19,,0,0,12520,3244754,,,4553,,,3249307,2013,NOV,11552,4,11/1/13,0,12520,0
Sierra,10,0,0,148,0,0,158,0,0,26,270,296,0,0,0,0,0,0,0,0,0,,0,0,167,41515,,,0,,,41515,2013,NOV,158,4,11/1/13,0,167,0
Siskiyou,439,0,0,2583,3,1,3022,3,1,1199,5453,6652,0,0,5,3,5,3,0,1,1,,0,0,3207,916667,,,644,,,917311,2013,NOV,3026,4,11/1/13,0,3207,0
Solano,3364,26,0,17690,131,43,21054,157,43,7989,33683,41672,61,30,328,153,389,183,0,52,52,,0,0,22566,6099499.88,,,28185.31,,,6127685.19,2013,NOV,21254,4,11/1/13,0,22566,0
Sonoma,1956,33,0,16676,178,45,18632,211,45,4713,29450,34163,78,34,408,205,486,239,0,59,59,,0,0,20090,5021280,,,33723,,,5055003,2013,NOV,18888,4,11/1/13,0,20090,0
Stanislaus,6860,23,0,34648,110,24,41508,133,24,18150,72310,90460,61,27,286,120,347,147,0,33,33,,0,0,43219,12728149,,,19863,,,12748012,2013,NOV,41665,4,11/1/13,0,43219,0
Sutter,786,8,0,4341,45,8,5127,53,8,2070,9963,12033,22,9,115,56,137,65,0,9,9,,0,0,5487,1688332,,,7822,,,1696154,2013,NOV,5188,4,11/1/13,0,5487,0
Tehama,711,3,0,3791,15,4,4502,18,4,1924,8193,10117,12,3,50,15,62,18,0,5,5,,0,0,4772,1389689,,,3187,,,1392876,2013,NOV,4524,4,11/1/13,0,4772,0
Trinity,75,0,0,749,1,1,824,1,1,174,1406,1580,0,0,3,1,3,1,0,1,1,,0,0,872,227988,,,301,,,228289,2013,NOV,826,4,11/1/13,0,872,0
Tulare,8818,58,0,38032,525,157,46850,583,157,24208,90334,114542,154,64,1484,566,1638,630,0,193,193,,0,0,49908,15967025,,,95550,,,16062575,2013,NOV,47590,4,11/1/13,0,49908,0
Tuolumne,374,1,0,2450,4,1,2824,5,1,981,4186,5167,3,1,9,4,12,5,0,2,2,,0,0,2990,728272,,,931,,,729203,2013,NOV,2830,4,11/1/13,0,2990,0
Ventura,3540,16,0,29701,278,109,33241,294,109,8763,60137,68900,35,22,727,322,762,344,0,138,138,,0,0,35644,9857831,,,61583,,,9919414,2013,NOV,33644,4,11/1/13,0,35644,0
Yolo,965,33,1,7066,125,67,8031,158,68,2446,14403,16849,67,47,307,178,374,225,2,91,93,,0,0,8798,2407989,,,38592,,,2446581,2013,NOV,8257,4,11/1/13,0,8798,0
Yuba,978,5,1,4701,29,6,5679,34,7,2630,9941,12571,8,6,85,30,93,36,1,6,7,,0,0,6182,1811898,,,4562,,,1816460,2013,NOV,5720,4,11/1/13,0,6182,0
California,301355,4210,128,1644165,19369,8435,1945520,23579,8563,752718,3435764,4188482,8804,5465,48086,23537,56890,29002,232,11016,11248,,0,0,2691964,654606765.2,,,5331053.15,,,659937818.3,2013,OCT,1977662,4,10/1/13,0,2691964,0
Alameda,9722,242,6,53040,1094,436,62762,1336,442,22460,101358,123818,511,282,2617,1360,3128,1642,6,573,579,,0,0,64540,19988564,,,283284,,,20271848,2013,OCT,64540,4,10/1/13,0,64540,0
Alpine,3,0,0,87,0,0,90,0,0,7,147,154,0,0,0,0,0,0,0,0,0,,0,0,94,21545,,,0,,,21545,2013,OCT,90,4,10/1/13,0,94,0
Amador,171,1,0,1493,3,1,1664,4,1,427,2822,3249,1,2,4,4,5,6,0,1,1,,0,0,1771,497161,,,785,,,497946,2013,OCT,1669,4,10/1/13,0,1771,0
Butte,1970,8,0,12878,42,21,14848,50,21,4854,25299,30153,16,8,115,47,131,55,0,26,26,,0,0,15914,4600971,,,9237,,,4610208,2013,OCT,14919,4,10/1/13,0,15914,0
Calaveras,267,0,0,2273,6,1,2540,6,1,681,4163,4844,0,0,15,6,15,6,0,1,1,,0,0,2660,736385,,,558,,,736943,2013,OCT,2547,4,10/1/13,0,2660,0
Colusa,98,0,0,588,3,1,686,3,1,245,1362,1607,0,0,11,4,11,4,0,2,2,,0,0,745,229014,,,912,,,229926,2013,OCT,690,4,10/1/13,0,745,0
Contra Costa,5522,68,0,27900,259,104,33422,327,104,13088,55801,68889,156,79,639,305,795,384,0,144,144,,0,0,37085,11048518,,,68478,,,11116996,2013,OCT,33853,4,10/1/13,0,37085,0
Del Norte,420,1,0,2049,3,4,2469,4,4,1097,3916,5013,1,1,9,3,10,4,0,5,5,,0,0,2610,759583,,,914,,,760497,2013,OCT,2477,4,10/1/13,0,2610,0
El Dorado,542,0,0,5666,22,10,6208,22,10,1346,10052,11398,0,0,61,25,61,25,0,13,13,,0,0,6644,1762255,,,4949,,,1767204,2013,OCT,6240,4,10/1/13,0,6644,0
Fresno,15128,138,5,76587,521,124,91715,659,129,40613,177620,218233,347,152,1453,579,1800,731,7,145,152,,0,0,98550,33275663,,,123532,,,33399195,2013,OCT,92503,4,10/1/13,0,98550,0
Glenn,219,2,0,1158,8,0,1377,10,0,598,2763,3361,14,2,26,9,40,11,0,0,0,,0,0,1476,473126,,,888,,,474014,2013,OCT,1387,4,10/1/13,0,1476,0
Humboldt,983,2,1,7895,8,6,8878,10,7,2403,14173,16576,5,3,23,9,28,12,1,7,8,,0,0,9590,2607047,,,2438,,,2609485,2013,OCT,8895,4,10/1/13,0,9590,0
Imperial,2124,23,0,12492,305,34,14616,328,34,5817,31079,36896,51,24,871,327,922,351,0,38,38,,0,0,15953,5462160,,,48164,,,5510324,2013,OCT,14978,4,10/1/13,0,15953,0
Inyo,118,0,0,885,5,1,1003,5,1,335,1670,2005,0,0,14,8,14,8,0,1,1,,0,0,1058,282507,,,725,,,283232,2013,OCT,1009,4,10/1/13,0,1058,0
Kern,11052,46,1,47699,357,145,58751,403,146,29727,111244,140971,100,49,1042,403,1142,452,1,182,183,,0,0,62794,21355891,,,96575,,,21452466,2013,OCT,59300,4,10/1/13,0,62794,0
Kings,1491,11,0,8147,71,21,9638,82,21,3953,18674,22627,28,11,214,77,242,88,0,28,28,,0,0,10381,3294501,,,15421,,,3309922,2013,OCT,9741,4,10/1/13,0,10381,0
Lake,624,3,0,4509,10,8,5133,13,8,1565,8666,10231,10,3,25,12,35,15,0,9,9,,0,0,5555,1595836,,,3592,,,1599428,2013,OCT,5154,4,10/1/13,0,5555,0
Lassen,249,1,0,1191,0,0,1440,1,0,650,2360,3010,4,1,0,0,4,1,0,0,0,,0,0,1525,463932,,,113,,,464045,2013,OCT,1441,4,10/1/13,0,1525,0
Los Angeles,87829,1908,78,468684,5750,3160,556513,7658,3238,199293,938516,1137809,3638,2631,13798,7137,17436,9768,169,4032,4201,,0,0,1193638,185735405,,,1952375,,,187687780,2013,OCT,567409,4,10/1/13,0,1193638,0
Madera,1910,6,2,8595,47,3,10505,53,5,5100,21324,26424,15,6,151,57,166,63,2,3,5,,0,0,10906,3922729,,,6273,,,3929002,2013,OCT,10563,4,10/1/13,0,10906,0
Marin,709,43,2,4933,137,26,5642,180,28,1500,7705,9205,98,45,293,168,391,213,2,35,37,,0,0,6221,1564616,,,27509,,,1592125,2013,OCT,5850,4,10/1/13,0,6221,0
Mariposa,121,0,0,826,2,0,947,2,0,347,1550,1897,0,0,6,2,6,2,0,0,0,,0,0,1010,281031,,,159,,,281190,2013,OCT,949,4,10/1/13,0,1010,0
Mendocino,847,3,0,6090,22,10,6937,25,10,2104,10839,12943,9,3,68,26,77,29,0,12,12,,0,0,7365,2038918,,,5616,,,2044534,2013,OCT,6972,4,10/1/13,0,7365,0
Merced,4631,13,1,17941,81,7,22572,94,8,12564,41393,53957,33,13,247,90,280,103,1,8,9,,0,0,23835,8101077,,,11261,,,8112338,2013,OCT,22674,4,10/1/13,0,23835,0
Modoc,62,0,0,349,1,0,411,1,0,163,782,945,0,0,5,2,5,2,0,0,0,,0,0,447,133435,,,331,,,133766,2013,OCT,412,4,10/1/13,0,447,0
